Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
3858,E890cda61d9b29C,Doris Kidd,Beth,Kaiser,Noble-Willis,(674)904-3029,499-483-6774x5131,dominic36@cantrell.com,bradleydorsey@dixon-houston.com,https://warren.info/,Referral,Re-engagement,Enough newspaper day artist training could send.
3859,BCC562ce87CF98d,Carrie Melton,Laura,Oliver,"Gross, Maddox and Eaton",628-248-0375,001-572-783-6036x86791,batescraig@frey.com,amoss@rosales.com,http://potts-sherman.biz/,Cold Call,Qualified,Physical break grow play contain hotel per.
3860,1aBae777dEeDaEc,Carlos Yates,Joanne,Mooney,"Powell, Reeves and Coffey",(511)310-0260x8420,264-581-9597,heidimoreno@haley.com,dawn05@dean-franklin.com,http://www.farley.com/,Podcast,Closed Lost,Firm under yet side happy model research before.
3861,e6c0ecBBDeFDcf0,Kylie Willis,Grace,Bates,Carson-Kemp,(684)702-3070x7972,7799247967,mindy59@greene-goodman.com,carriecrawford@cowan.net,https://hopkins.info/,Content Marketing,Closed Won,Wish author service lot production road recognize.
3862,5FCf50c09b6c8F6,Ann Ingram,Gabriel,Larson,Riggs-Cummings,653-356-3272x881,(415)935-8880,julianhutchinson@thornton.com,peggy40@eaton.biz,https://www.lester.com/,Other,Closed Lost,Measure protect card fish.
3863,bF618b02B7bfc5D,Todd Rivas,Larry,Shepard,Lucas Group,322-505-4223x32242,001-728-631-4905,barry97@livingston.com,ian93@chambers-rose.com,http://page.info/,Cold Email,On Hold,Tough film civil source east finally.
3864,0dB2C2aF2DfAfC8,Yvonne Pitts,Ross,Patton,Solomon-Hickman,5963736316,001-939-674-7938x375,curtisdelgado@craig-walls.com,kaneteresa@dean.org,http://liu-maxwell.info/,Webinars,Proposal Sent,Task sing everybody at.
3865,5e4f6cF85B9Fb2c,Cassandra Graham,Fernando,Park,Wilkins Group,482-593-4831x73208,+1-853-522-7535x3841,kmccann@maynard-barton.org,zboone@lee.com,https://hubbard-whitney.com/,Purchased List,Re-engagement,Small effort know production safe note street poor.
3866,a3Da2a0f9cBfaf3,Clifford Marquez,Darin,Price,"Chen, Higgins and Mcdowell",571.905.4101x580,001-741-656-8110x2955,jacksonkim@mcclain.com,alexandriavang@drake.biz,https://glass-hansen.org/,Other,New Lead,They ok boy.
3867,E05d91BDd13f8a4,Erika Stewart,Marie,Becker,"Mosley, Morrison and Gaines",653.241.9202,+1-259-893-5823x24881,chelseyhuff@allison.org,ncisneros@haley-rosales.com,https://velez.com/,Other,Contacted,Skill quickly evidence page receive avoid.
3868,B2FB88803DBFDE3,April Luna,Melinda,Warren,"Krause, Ramsey and Marsh",915.371.5603x388,001-867-881-8076,vickiehaynes@whitney-villarreal.com,wparrish@wolf.org,http://george-huffman.com/,Chatbot,Negotiation,Treat smile least apply.
3869,f990DFf8bEE241D,Robin Mcclain,Rhonda,Lutz,"Spears, George and Lindsey",001-781-888-3690,001-560-474-3955,lsnyder@macdonald-hess.com,james76@holt.com,http://owen-gibson.net/,Facebook Ads,New Lead,Sea stop involve offer.
3870,13Ebc92AA2C8BA0,Pedro Brooks,Austin,Ware,"Dorsey, Pierce and Bright",001-495-937-4703x10119,538-220-4230,msantos@parsons.info,tiffany78@horton.com,http://dorsey.net/,Referral,Disqualified,Star ok main radio protect far environment authority.
3871,A94A823FFEdF7EA,Tanner Eaton,Vanessa,Vaughan,Ho and Sons,(395)241-7143x012,544-291-7103x3964,nina18@hull-gilmore.com,alexmullins@hill.com,http://www.barr-mack.info/,Podcast,On Hold,Require camera pass.
3872,63ef467d78f8fd1,Ralph Snyder,Theodore,Black,Brandt-Yang,393-509-1936,(344)606-7623,lbeltran@francis-hampton.com,kholmes@ali-shepherd.com,https://nixon.com/,Cold Email,New Lead,Physical race science happy stage what.
3873,dBb4a55b159dB8C,Maria Knox,Ricardo,Quinn,Case-Vega,938-330-4836x6454,3719947244,wyattbrent@trujillo.org,kerry78@russo.com,http://davila-sanders.org/,Google Ads,Disqualified,Adult development nation your whole beyond be.
3874,B26bFb45bcbfc18,Robyn Shea,Fred,Hays,"Lester, Good and Mccoy",(639)402-9763,9089986956,greg20@harmon.biz,smalltyrone@bird.com,https://www.olson.com/,Purchased List,On Hold,Take gas that work.
3875,84dF9A073Cc068D,Gavin Holland,Elaine,Stone,Haas-Contreras,608.687.7057,+1-374-330-9816x5136,miranda32@howell.com,qfritz@banks.com,http://walton.biz/,Content Marketing,Proposal Sent,Door possible add tax young.
3876,CC6Fddf149Eb016,Danielle Alvarez,Bethany,Joyce,Moon and Sons,001-822-956-7024x69170,+1-287-858-3659x96622,desiree54@underwood-hart.net,hesterroberta@weber.com,http://espinoza.com/,Purchased List,Closed Won,Involve surface fast state continue month company boy.
3877,dab84c8fda4FD45,Brandy Holmes,Carrie,Carter,Mccarty-James,621-830-0822,973.600.6561x93959,ebonymolina@sweeney.info,ckirk@stevenson.net,http://richmond-wyatt.com/,Facebook Ads,Contacted,Occur look detail.
3878,438Fd6A3243Df5E,Carmen Buck,Mikayla,Chaney,Humphrey Ltd,001-494-773-5409x094,515.207.7868x305,dmatthews@holmes-smith.com,davidharrell@roy.info,http://www.hudson-krueger.org/,Webinars,Closed Lost,Federal time every business.
3879,b1Dd1f3751bA687,Jeremiah Brock,Neil,Evans,Steele-Randolph,319-867-7481x99855,616-886-8420x691,thorntonevelyn@gonzales-edwards.com,dixonsabrina@dean-garner.com,https://nielsen-benitez.info/,Purchased List,Negotiation,Stay should weight cultural will offer condition.
3880,7b55A9F3BbeE3e3,Debbie Alvarado,Nicole,Valdez,"Landry, Summers and Decker",920.935.3037,001-508-864-4264x835,bryanconrad@smith.com,geoffreyroberts@orozco.com,https://cooper-cantrell.com/,Webinars,New Lead,Finish decade million.
3881,d4AdDaE66fD4deC,Larry Hines,Monique,Soto,Riggs-Richardson,623.664.2525,(469)654-5718x47947,larryadams@stuart-robbins.org,oliverkarla@moreno.com,https://www.bartlett.com/,Google Ads,Contacted,Reflect Congress sister energy social choice political several.
3882,E3a900b0dE0c640,Mindy Hartman,Helen,Carroll,Parrish-Cisneros,+1-484-769-8212x752,+1-403-340-1264x397,xgay@kirk.com,mikecampbell@blake.org,http://ali.biz/,Other,Re-engagement,Night part participant from teacher measure one.
3883,Ad4e39ea5c0Ee5E,Hailey Walters,Benjamin,Michael,Salazar Ltd,793-939-1400,+1-734-314-9727x9517,cherrydylan@shepherd.biz,kerri56@bullock-werner.com,https://www.dodson.biz/,Cold Call,Qualified,Budget affect hot democratic perform push.
3884,abC4cCee927F80f,Karina Simon,Rachel,Cuevas,"Webb, Roy and Mcfarland",431-220-7261x9205,001-279-795-0955,dixonpeggy@kelley.info,weberemma@barber.net,http://coffey.net/,Social Media,Qualified,Mr focus very weight.
3885,fAA6317A3DcFeDE,Kurt Hutchinson,Geoffrey,Hebert,Chen Group,533.705.7356x65627,001-745-556-9610x827,mollyquinn@sparks.net,ufitzgerald@rosales.org,http://www.day-hayden.org/,Website Form,Closed Won,Part religious significant speech American me.
3886,fB3B022392f2476,Katelyn Watson,Steve,Macias,"Bentley, Reynolds and Reeves",(572)605-3286,+1-877-661-9033x1696,angel67@mills.info,grahamangelica@campbell-griffin.biz,https://liu.com/,Social Media,Proposal Sent,Different policy line.
3887,FfbEB21AEDbbC91,Rita Chung,Meredith,Boyd,"Acosta, Carrillo and Short",967.650.1374x25084,001-259-570-6838x664,dianadonaldson@stanton.com,andreabarrera@haley.biz,https://maxwell-weeks.info/,Partner Program,Disqualified,Measure night best nothing word laugh push.
3888,9EB678Aed900Edf,Kerry Scott,Corey,Welch,"Knox, Sawyer and Greene",+1-507-639-6142x8562,(588)315-7551x104,theodorepowell@wise.net,hansonjasmin@best.info,https://duncan.org/,Networking Event,Closed Lost,Forget provide spring.
3889,aa8D5bfECBB3b4e,Wendy Callahan,Oscar,Sloan,"Barnes, Carey and Johnston",(812)331-1406x155,+1-533-499-5054,joe96@lewis-herman.biz,harrismichelle@blanchard-phelps.info,http://www.branch-higgins.biz/,Social Media,Qualified,Letter rich campaign low suffer.
3890,d3E4BAcAFd9C7aD,Marie Bruce,Marisa,Alexander,Bauer Inc,300.669.0459x06708,+1-698-497-6204x2783,briannicholson@cummings-ryan.com,summer50@barber-hicks.biz,http://www.dennis.net/,Google Ads,Closed Lost,Forget top few soon.
3891,5CEBA0c3Ca0D14F,Juan Hale,Gwendolyn,Melton,Moore Group,240.708.4413x3476,+1-377-889-1150x757,cheryl94@cardenas.com,zamorashannon@fry.com,https://kaiser.com/,Retargeting Ads,Contacted,On list local really.
3892,b71ca1208cacfd6,Melanie Daugherty,Raven,Bentley,"Byrd, Cooley and Gregory",(417)320-8993x8167,4323816371,victoria81@horton-dunn.com,cliffordwu@kennedy.com,http://www.chavez.net/,Cold Call,Proposal Sent,Son represent dream system skin modern chance.
3893,43b7Af3aCcd9CA5,Ricardo Terrell,Kaylee,Burgess,Shepard Ltd,+1-311-462-4012x92838,343-832-8507,ikaufman@larsen.org,darren39@duncan-montoya.com,https://long-duffy.com/,Content Marketing,Closed Won,Too since enter.
3894,DeDD91605FfC32A,Jenna Barnes,Juan,Schroeder,Rush-Watts,816-345-5275x63058,(319)417-7479x39472,luke59@rangel.com,mfitzgerald@levy.com,https://harrell.biz/,Social Media,Disqualified,Part allow late experience sing.
3895,11db19AE9780E05,Tonya Valentine,Dale,Gross,Moyer-Hicks,420-647-9836,200.813.4253x830,norozco@clements.org,tracie04@morales.com,https://www.reilly-lucas.com/,Webinars,New Lead,Half decade back work.
3896,5a58ebd3E0dAa03,Jeanette Decker,Laura,Garza,Osborne-Harper,001-709-342-0518x831,(628)513-3591x330,vlawson@navarro-mclaughlin.com,devin15@rollins-farley.biz,http://www.mccoy.info/,Purchased List,Proposal Sent,Against nice rock chair decision.
3897,3c5BE527FA39360,Tammie Lee,Howard,Burton,"Weeks, Coleman and Mendoza",(444)877-0552,502-271-5169,adamcoleman@gray.com,gwong@mcneil.com,http://frey-delacruz.com/,Content Marketing,Re-engagement,Culture service attack song somebody.
3898,4D8185BAFa718DE,Troy Cummings,Lawrence,Turner,"Colon, English and Long",769.405.0293,001-393-647-4062x7204,tylerfisher@randall-montes.com,robbinsdakota@lamb-huerta.com,https://mcgee.com/,Trade Show,Closed Won,Feel sea check close daughter line.
3899,5DB3Baeabf7F3dC,Gordon Farrell,Kathy,Berger,Whitney LLC,(286)769-8034x430,(952)542-4601,xroth@hull.org,newtonlindsay@stafford-sexton.com,https://www.warren.info/,Other,Closed Lost,Until us do newspaper house.
3900,Fd4D1185fDCA1bf,Cole Hull,Ross,Irwin,"Greer, Trujillo and Oneill",(987)810-2919,3045148873,ehamilton@george.com,lloydjim@mcdowell.biz,https://www.davis.com/,Podcast,Contacted,Area area meeting even whom court thank.
3901,75B3C7aBbE44Df0,Vincent Wallace,Brandon,Howe,Snow Group,396.622.5462x46343,575-373-7656x914,allison21@sweeney.com,xstanley@hammond.org,http://www.oneal-dunlap.com/,Podcast,New Lead,Catch send word stock beat red believe.
3902,81dc2BD92ef508B,Willie David,Molly,Roach,"Mcmahon, Pena and Russo",+1-314-405-9658x87150,+1-958-363-0469x49013,espinozanorma@howard.com,xrocha@proctor-benjamin.com,http://atkins.com/,LinkedIn Outreach,Closed Lost,Major value interest argue certain need.
3903,2c51C2712b171A3,Alice Harding,Danny,Holt,Blanchard PLC,489-321-1664x88007,001-766-376-9126,reginaldmcneil@gonzales-sampson.com,marcohensley@hopkins.com,http://www.castillo.com/,Cold Call,Re-engagement,Skin inside consider big race change picture Democrat.
3904,9bA63D5ca51Ad72,Calvin Hayes,Alec,Middleton,Fisher and Sons,616.761.0685x53392,7608960066,dyerkatelyn@christensen.com,cruzleonard@bradley.net,http://www.stout.info/,Facebook Ads,On Hold,Total ground president over herself garden executive.
3905,e62faCF1170EFBe,Mallory Cameron,Theresa,Hernandez,French-Shaw,5778976775,310.562.5018,melanieramsey@perkins-ellis.org,averycory@hood.info,http://www.peck.com/,Organic Search (SEO),Contacted,Environment material use worker.
3906,5d0630321b7fAC3,Lisa Nixon,Mckenzie,Beard,Griffith-Case,+1-562-502-5429x781,001-639-803-6300x634,anielsen@herman-lester.biz,vgalvan@ritter.info,https://pitts.org/,Partner Program,New Lead,Brother suggest medical than.
3907,9cfdc1b2c7ef3AF,David Wells,Kari,Gillespie,"Savage, Galloway and Reilly",7632119245,001-293-692-6756x591,leonjohnston@carlson.com,moorealexa@rogers.org,http://www.baldwin.com/,Referral,Negotiation,Almost outside response then may.
3908,2a8bE35CbF90245,Olivia Huerta,Andrew,Frank,Sharp Group,552-608-2951,+1-912-448-3033x463,jasmine02@boyle-watkins.biz,xchapman@campbell.net,https://rivers.biz/,Google Ads,Closed Won,Music room environmental Mr recently improve.
3909,639bF73047CA9A7,Brendan Pena,Judith,Cunningham,Ryan-Perkins,(498)829-8245,489.420.6082x1349,jillianschwartz@mcfarland.biz,ujames@lozano.com,https://www.wolfe.biz/,Cold Call,Contacted,True husband public cover.
3910,CBeA14108B7fd60,Ashley Padilla,Karina,Knapp,Rios Group,(415)739-5338x65566,+1-444-751-8508x76759,diane97@kirby-taylor.biz,fernandohenry@rosales.com,http://www.clay-hunt.com/,Webinars,Closed Won,Coach car space successful camera face.
3911,6c0ab7edCf00FDb,Ethan Davenport,Kelly,Yoder,"Maxwell, Cisneros and Rosales",788-674-8097x4423,001-699-485-1775x8985,destinyleonard@ochoa.com,miguelewing@best.com,http://moore.biz/,Podcast,Disqualified,Feel brother argue street create.
3912,3D8Dde0cDbBC37E,Brandi Hatfield,Brittany,Love,"Barber, Diaz and Wilkins",(578)986-6197,+1-604-282-8562x9124,lcoleman@long.com,ntyler@williams-nguyen.net,http://www.moore.com/,Partner Program,Contacted,With table expect year floor.
3913,DC20dde822cE851,Brandy Acevedo,Jim,Hayden,Winters PLC,+1-821-391-6085x9552,(946)309-3504x152,terri24@bonilla.net,manningdiane@sharp.com,https://www.blanchard-arias.com/,Content Marketing,Re-engagement,Computer less office until.
3914,B4D1dF0E5DbbAbB,Heather Zhang,Stacie,Ramsey,"Reynolds, Rojas and Stephens",+1-536-993-0161x0442,(849)972-6045,austinrose@todd.com,rowlandann@mays-richardson.com,http://tran.com/,Facebook Ads,On Hold,Quite purpose enter Mr everything administration wrong.
3915,8DFD18eeD502ff2,Roger Huff,Grant,Chase,"Phelps, Hancock and Gonzales",001-556-455-9879x649,846.983.0131x8629,jcasey@richmond.com,michelescott@good.com,https://campos.com/,Cold Email,Closed Won,Collection onto bed speech.
3916,68F93440DDa52ad,Candice Krueger,Katrina,Jordan,Spence LLC,652-413-7319x14490,+1-859-829-6927,lindsay13@hartman.biz,walkeralison@black.com,http://www.mckee.org/,Website Form,Closed Lost,Political new few allow author radio yes.
3917,Ed9C932cAcCd3C3,Cory Liu,Alex,Huber,"Chan, Garner and Patrick",826-371-5931x0055,454.261.7016,qerickson@case.org,haynesannette@kirk.com,http://payne.org/,Cold Call,Negotiation,Miss not suggest us approach cost three moment.
3918,A4e9940C24DBb72,Justin Berry,Claire,Henderson,Valdez-Gutierrez,337.798.6154,001-937-253-5744,pittscolleen@shaffer.org,jellison@patton-dillon.org,http://porter.com/,Cold Email,On Hold,During view change assume cost person current coach.
3919,FAf0e8259A8eDf1,Bill Cohen,Helen,Fitzpatrick,"Zamora, Paul and Adkins",+1-563-869-5696x45067,446.694.0401,willie94@howell-mccarthy.info,gellison@coffey.com,http://www.mcintyre-cohen.com/,Retargeting Ads,Proposal Sent,Green actually remain throw.
3920,8CBAe2BC45e633E,Kathleen Mcconnell,Denise,Good,"Ingram, Sparks and Christensen",(557)715-3838x827,731.904.8306x2385,douglas85@sparks.com,fdrake@dawson-neal.com,https://www.odonnell.com/,Direct Traffic,Contacted,Among wonder against dark act yard member.
3921,9f5FBE3F6Ed5a9F,Douglas Kaiser,Harry,Sims,Flores LLC,3812981672,001-933-869-5323x093,ymurillo@drake-lyons.org,codyharrington@reyes.com,http://gilbert.com/,Cold Email,New Lead,Hope call benefit.
3922,4e7F12C1dEc540e,Jake Reyes,Frederick,Bennett,Pugh LLC,337.290.8321x3681,001-758-348-1066x89102,gabrielgomez@lam.biz,sibarra@clarke-hood.com,https://www.perez.com/,Purchased List,Re-engagement,Office allow number capital.
3923,1e115bdc0f31d08,Walter Wright,Carly,Glass,Snow Inc,001-256-978-6715x13648,001-413-594-1565x9714,weissdominique@nunez.com,sophia70@foster.org,https://church.com/,Content Marketing,Contacted,Its set order heavy every government pattern.
3924,c82E66EC2Cea6CC,Mandy Francis,Ivan,Haley,Barnes Group,687-306-4542x877,613-600-8222,wattsbill@werner.com,rollinscarrie@collier.com,http://rice.com/,Other,Closed Won,Defense learn prevent spend understand.
3925,EB54f8B665E608e,Philip Hopkins,Kelsey,Simpson,Stone-Adkins,6198336673,+1-428-948-7883x49044,middletontonya@stuart.info,adriana77@hoffman.net,http://atkinson.org/,Purchased List,Closed Won,Less color month property several sport hospital.
3926,ebD00a9afc10E1a,Angela Bowen,Clinton,Mckinney,Everett Group,6563946299,001-958-231-2437,vanessa47@compton-lowery.net,theresa05@weeks.com,https://www.chandler.com/,Podcast,New Lead,Create far give forget.
3927,aE0cff04C6d7BD4,Angel Mayer,Patrick,Mack,Wong-Mckenzie,7136675380,818-641-8309x272,katelyn05@larsen.com,moseshunter@hunt.com,https://ball.org/,Cold Email,Disqualified,Part structure after step.
3928,b9364FbD3b0d7FA,Alex Dyer,Vickie,Sampson,Sparks-Warren,794.671.1325x406,739-647-6683x936,sue85@henderson-york.com,williamchase@norris.info,http://www.fowler.info/,Organic Search (SEO),Closed Lost,Society study family last ground assume analysis.
3929,1A8Ae9c246bC1b8,Max Hayes,Marcus,Wyatt,"Kane, Andrews and Herman",001-597-671-5028x22279,001-216-493-2117,qgeorge@galloway.info,peter87@avery.com,http://cantu.org/,Content Marketing,Negotiation,Happen response professor approach agent.
3930,dF4beF6F0037ea7,Melvin Underwood,Spencer,Leblanc,Lara-Clements,001-555-862-7378,+1-825-728-5920x61658,patrick57@caldwell-cole.com,iwilkerson@reese.org,https://www.cook.com/,Purchased List,Re-engagement,This final certainly foreign reach determine follow.
3931,442be4faCE47a91,Marissa Garner,Bethany,Brewer,"Baird, Wagner and Chapman",+1-609-570-5311x530,(410)922-8940x49841,mollyhuffman@hood.com,alec27@dunn-owen.biz,http://www.pitts-odom.com/,Podcast,Closed Won,Too fall reduce than determine kid herself life.
3932,Be04DA2eb8B8a8A,Selena Rocha,Roy,Beard,"Gay, Lawson and Lara",001-897-597-9890x39277,(656)798-0137,gabriellynn@cummings-davenport.com,pmarshall@duffy-burch.com,http://ponce-black.com/,Partner Program,Re-engagement,Finally sign mouth relate political.
3933,aCC3cf5B9B5aC76,Ethan Khan,Tara,Jackson,Conner Ltd,7404619496,+1-380-890-1560x52899,jmadden@mathews-krause.com,gregory09@harris-cherry.info,http://liu.biz/,Trade Show,On Hold,Dinner purpose manager others.
3934,6bEeD1A053B555c,Ruth Davis,Jimmy,Leonard,Berg LLC,995-397-2981x1928,598-692-4331,nparrish@andrade.com,jaredkane@winters-valentine.com,https://larson.biz/,Networking Event,Re-engagement,Next describe believe physical strategy then area.
3935,414Adc43CA8B7ff,Stacey Davenport,Sue,Wallace,"Shelton, Barton and Porter",(689)760-5909x275,817.568.8244,maureenholder@whitehead-hays.com,juliecabrera@sheppard.com,https://www.saunders.org/,Partner Program,Contacted,Let theory through themselves.
3936,414ec6314c4d75A,Trevor Jefferson,Maurice,Mccullough,Maldonado-Parks,730-910-1831,816.441.1417x34365,newtonmikayla@sherman.biz,vanceeddie@whitney.com,http://www.stone.com/,LinkedIn Outreach,On Hold,Write interview receive word hand.
3937,b1aaDA7D42770ba,Karen Boyle,Victoria,Santos,"Pitts, Mccarty and Bell",001-893-929-7800,9868516263,geoffrey85@andrade-gallegos.net,richard44@curry.com,http://www.fuentes.com/,Other,Closed Won,Court light really knowledge.
3938,CEa84512e829bD5,Diana Keller,Rhonda,Fields,"Owens, Velasquez and Galvan",+1-277-636-7973x055,7004630297,chelseyreed@potts.info,natalieduarte@acosta.com,http://werner.com/,Facebook Ads,Negotiation,Why and team night represent suggest central.
3939,9DeBA88A36edcFA,Willie Mcclain,Manuel,Sparks,"Flores, Graham and Blake",+1-250-922-1760x343,537-525-0774,boyletroy@stanton-butler.com,dominic93@hebert.info,https://www.savage.com/,LinkedIn Outreach,Proposal Sent,Hand hundred music order.
3940,fa9f37BD98afc14,Becky Wang,Jaclyn,Serrano,Rose Group,+1-839-301-1653,001-932-560-1263x817,robert35@bright.com,perrycase@riggs-hammond.com,http://www.wilkinson-ponce.com/,Partner Program,Negotiation,Hot performance phone property her place.
3941,E3F33B6608c76B5,Zachary Rivera,Rachel,Wilkins,"Yang, Hull and Roman",+1-882-223-8957x466,952.829.5927x5656,oliviaburton@peters-hinton.com,terranceconrad@dodson.com,http://gay.org/,Retargeting Ads,Re-engagement,Claim system detail policy why theory.
3942,1dFEf8ecF9CafCE,Valerie Keith,Mitchell,Stewart,Ramsey-Ruiz,582.292.7253x408,332-254-4452x4776,frank95@werner-larsen.net,rodriguezfrederick@huynh.info,http://ayala.com/,Chatbot,Qualified,Create very section.
3943,B8DA8a5162B322d,Meghan Nolan,Eddie,Gallagher,Camacho-James,9936569138,638.933.7448x575,jwall@weeks.net,tom13@sullivan.com,https://patton.com/,Social Media,On Hold,Half partner fund.
3944,cbaEAB4d933b5aC,Meghan Herrera,Haley,Holt,Little-Graves,001-227-710-8699x699,(330)958-6713x121,joanneortiz@duarte.com,michaelamckee@gallagher.net,https://andersen-simmons.biz/,Partner Program,Contacted,Chair computer which might.
3945,4Bd1eBaC0c7E9fe,Ray Dunn,Gary,Dominguez,"Calderon, Mcclain and Moss",229-221-6979,(236)280-3994x8331,brittneymoss@guzman.net,jbonilla@serrano.biz,http://galvan.com/,Cold Call,Disqualified,Watch popular light painting usually investment issue shake.
3946,70b5597D5B3CC92,Sylvia Massey,Samuel,Hayden,Orozco Ltd,001-310-452-8411x995,(482)710-3504x4309,hfritz@mercado.com,imayer@leach.com,http://lynch.com/,Retargeting Ads,Closed Won,Team discuss through move.
3947,34DBabCF76a721B,Sergio Mccullough,Jacqueline,Villanueva,"Weber, Davenport and Yoder",440.322.9160,(454)572-8370,melodyshah@raymond-hood.net,yburch@warren-lucero.com,https://humphrey.com/,Direct Traffic,On Hold,Product organization population tonight matter home.
3948,21d277BcD2A5E7b,Suzanne Trujillo,Shari,Gibbs,Perkins-Morton,529-243-5813x9884,+1-656-452-5056x457,bburton@wright.com,sullivansara@walters.com,http://sloan.biz/,Chatbot,Negotiation,Shoulder stop address different radio hold area.
3949,AE4EC0DFa22924D,Melvin Shaw,Eugene,Lloyd,Mcdaniel-Campbell,+1-553-857-9029x7004,(563)612-6176x85725,psaunders@abbott.com,bmcmahon@abbott.com,https://www.andersen-simmons.com/,Partner Program,Proposal Sent,Success group drop I Democrat guess price western.
3950,5f5DbE644c5F871,Cheryl Stephens,Jamie,Moody,Lowe Group,(517)213-4001,(202)626-6268x53340,anthony15@stevens.com,agallagher@grimes-boyd.com,http://www.benitez-sheppard.com/,Google Ads,Negotiation,Because if heart sell explain toward.
3951,aabbaEbAb4E76Aa,Francis Mercado,Mallory,Hopkins,Crawford LLC,527-233-5632x89519,+1-235-416-1627x1660,stacie34@dean.biz,isabellagolden@hays.com,https://www.simon.net/,Website Form,Closed Lost,Nature its quite order.
3952,5929b828aaaFEc9,Mario Valenzuela,Brett,Roy,"Hodge, Marshall and Payne",9946794642,344-747-5786x29754,lawrencepugh@mccall.biz,rgallegos@daugherty-cisneros.biz,http://villa-rice.com/,Direct Traffic,Qualified,Kitchen door people deal street area.
3953,bCfBBa5024a1Ffa,Denise Moses,Melanie,Mathis,Mays LLC,563.879.7715x9348,+1-216-403-4833x731,phutchinson@gay.org,kathy40@conway.com,https://mcguire.biz/,Facebook Ads,New Lead,Artist employee similar behind teach.
3954,E2Fdc5E78B5Ca8E,Beth Wagner,Eddie,Bird,Morrison-Oneal,(220)566-7544,(305)693-6033x83321,tbrock@mccann-gross.info,ksolomon@lucas.com,http://park.com/,Purchased List,Re-engagement,And fine control sometimes prepare.
3955,B3dF6aFBE4FcdcA,Jesse Schwartz,Kaitlyn,Hendrix,Johnston-Davila,(332)236-5646x5248,+1-272-423-5894x650,ivan70@kennedy.com,gilmorejoann@gibson-beasley.net,http://ellison.net/,Webinars,Closed Lost,Represent state manager several civil people model.
3956,71e2EdAedE16B6d,Joanne Hawkins,Terrence,Salas,"Merritt, Fields and Carrillo",+1-544-351-1605x47075,3673097763,aguzman@chang-ibarra.net,donovancarrie@fitzgerald-brock.com,https://www.bean-lamb.biz/,Referral,Disqualified,Chair but base second from main traditional.
3957,e5cBbffbe3ba935,Eddie Arnold,Bobby,Sanders,Murphy PLC,511-319-3323x36216,399.727.2795x8734,amygreen@lam.com,pennystout@farley-blanchard.com,https://middleton.org/,Referral,Negotiation,Late show meeting environment.
3958,4d72322cD49fB3a,Chad Li,Christie,Bowen,Galloway-Mendoza,593.873.7169,(387)883-6731x2063,bridgetdelacruz@vega.com,levinejorge@gray.com,https://www.lewis.biz/,Podcast,Re-engagement,Fine personal beautiful chair audience.
3959,a1B6EaD43Fef2aa,Adrian Horn,Joanne,Stevenson,Haynes-Wall,(794)448-3424x068,(810)967-2649x56662,shawna31@shaw-bernard.com,chasepeterson@freeman.info,https://www.hicks.info/,Chatbot,Closed Lost,Difficult high help.
3960,1C0c90cbf85eB13,Cristian Fernandez,Hayley,Lang,Stafford Ltd,409-506-7830,(653)587-5114x66008,gomezclaudia@silva-guerra.com,jamie65@harris-summers.com,https://www.cooke.org/,Cold Call,On Hold,Worry dark staff management throw entire.
3961,DEaD53c7b538df2,Belinda Kirby,Amber,Cantu,Mccoy-Mack,410-381-1736x49863,658-296-6837x5332,herbert47@myers-farmer.org,loriponce@carroll-bruce.com,https://www.patrick.com/,Social Media,Negotiation,The bed through cause throw animal book those.
3962,b64E2dDcE1Ce513,Vicki Maddox,Noah,Lara,Dodson-Flowers,+1-971-409-5632x908,9764582119,carriedougherty@harper.com,garrett64@waters-mosley.com,http://garcia.com/,Networking Event,Closed Lost,Listen wide less.
3963,887Fa4AF5abAAA4,Nicolas Jones,Cristina,Wise,Mendez-Martin,845-733-9751,516-949-1654x43631,glassjoe@richard.com,samantha79@hughes.com,http://carey-travis.biz/,Website Form,On Hold,Half month standard rise.
3964,8DC3D88fc78a49E,Johnathan Chase,Leon,Howell,"Levine, Arnold and Valencia",782-920-9380,826.862.7933x0012,claire84@cline.net,mikebell@mcneil-sanchez.info,http://kent.com/,Webinars,Re-engagement,Likely generation future light increase else probably activity.
3965,fF18fC52fE0a7CA,Kimberly Monroe,Trevor,Snyder,Johnson Inc,378-591-3349x839,332-412-3525,cpineda@rollins.com,rose11@graves-whitney.com,http://craig.com/,Facebook Ads,Qualified,News safe cover blood yard I.
3966,C5AA04191FD6461,Brittney Short,Dale,Santiago,Branch-Stout,(759)633-1794x823,001-906-950-1603,vjuarez@contreras-buckley.org,carleverett@olsen-houston.org,https://www.chapman.biz/,Google Ads,Negotiation,Old stop recent positive fact face enough.
3967,4Ba8caca76afBad,Jasmin Herring,Gloria,Pittman,Morton Group,001-941-240-2509x088,+1-725-531-7570x2699,fbuck@paul.com,angel79@santana-mcgrath.org,http://www.clarke-mullins.info/,Google Ads,On Hold,Mind big break put return.
3968,CdDeEdefc0e3f5F,Erik Hart,Jeffrey,Pollard,"Simmons, Herring and Vazquez",(736)524-1700x384,498-743-3966x73547,cordovamadison@kim.biz,frederick19@harvey-hogan.com,http://cohen.net/,Cold Call,Re-engagement,View story ok money notice join production.
